Secteur NA38i;Secteur NA17i;Grand secteur d'activité;Grande catégorie de mesures;Catégorie / détail AG;﻿Année;Code grande catégorie de mesures;Code catégorie détail AG;Montant des exonérations
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;1;11;28101529.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2009;1;11;27515608.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2010;1;11;25552660.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2013;1;11;18233774.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2014;1;11;17242330.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2007;1;12;2549.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2007;1;13;1969727.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2010;1;13;8824338.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2013;1;13;1244956.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2017;1;13;1077339.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2019;1;13;5194171.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;1;14;31198040.52
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2018;1;14;26679535.14
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2018;1;15;10404082.436
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2020;1;15;10386586.058
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2021;1;15;10848917.918
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2023;1;16;33314063.26
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2011;1;19;10293.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2016;1;19;40887.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2004;2;20;785753.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;2;20;545368.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2016;2;20;523869.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;2;20;533349.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;3;30;5218399.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2007;3;30;7502007.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2011;3;30;5483870.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2016;3;30;4860917.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2019;3;30;4451230.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2023;3;30;5708272.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2012;4;40;2959.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2013;4;40;23296.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2016;4;40;34996.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2017;4;40;26810.0
BZ Industries extractives;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2019;4;40;78368.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;1;11;241905643.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;740162869.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;1;11;753876106.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2014;1;11;659767757.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2015;1;11;679189279.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;1;11;880731821.6
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2021;1;11;1015999150.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2004;1;12;419403829.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2006;1;12;1158959.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2007;1;12;5244.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2008;1;12;320.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2008;1;13;78269565.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2013;1;13;18949977.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2014;1;13;17503854.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2015;1;13;17654868.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2016;1;13;18053039.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2022;1;13;85654162.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2023;1;13;92408202.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2015;1;14;608914014.48
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;1;14;626982054.81
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2017;1;14;741116809.84
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2021;1;15;238015845.59
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2021;1;16;690048361.72
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2022;1;16;743999070.03
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2023;1;16;791654105.44
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2005;1;19;6341.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2008;1;19;5663.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2009;1;19;95475.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2013;1;19;246551.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2014;1;19;767066.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2015;1;19;1059049.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2019;1;19;1870265.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2010;2;20;63206958.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2011;2;20;64604647.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;2;20;62951258.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;2;20;71057501.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;2;20;72734398.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2016;2;20;74171619.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2020;2;20;24184531.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2021;2;20;30703896.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;3;30;55692640.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2006;3;30;60716641.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2007;3;30;63379907.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2009;3;30;58990370.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2014;3;30;60171758.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2016;3;30;58312989.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2018;3;30;63747870.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2021;3;30;67732893.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2022;3;30;75522650.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2006;4;40;185473.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2012;4;40;131612.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2015;4;40;136095.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2017;4;40;207154.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2020;4;40;574735.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2023;4;40;1258299.0
CA Industries agro-alimentaires;C1 Industries agro-alimentaires;GS1 Industrie;9_Autres mesures;90_Autres mesures;2022;9;90;138628.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2006;1;11;251000751.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2009;1;11;209157274.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2010;1;11;195699281.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2013;1;11;169594032.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2014;1;11;165955119.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2015;1;11;170178793.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2022;1;11;243067689.81
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2022;1;13;11973262.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2014;1;14;121224937.14
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;1;14;118364456.4
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2018;1;15;43877406.748
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2022;1;15;48619431.602
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2020;1;16;116182905.24
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2022;1;16;140164852.34
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2017;1;19;154681.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2005;2;20;5815667.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2007;2;20;5458225.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;2;20;2779980.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2011;2;20;2190263.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;2;20;2273166.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;2;20;2875326.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;2;20;3139646.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2023;2;20;3393552.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;3;30;5429672.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2006;3;30;4779207.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2008;3;30;4604723.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2010;3;30;3047055.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2011;3;30;3238257.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2012;3;30;3186872.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2016;3;30;1694789.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2018;3;30;1751692.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2023;3;30;2108170.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2009;4;40;12899.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2014;4;40;71022.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2017;4;40;250481.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2018;4;40;413779.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2019;4;40;511433.0
CB Habillement, textile et cuir;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2023;4;40;373100.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;1;11;88694820.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2005;1;11;140343309.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;273279345.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;1;11;204652806.03
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2020;1;11;199746456.47
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2021;1;11;219749376.09
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2004;1;12;165093395.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2006;1;12;516707.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2007;1;12;3539.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;1;13;40200961.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2011;1;13;45994636.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2012;1;13;32879765.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2017;1;13;5117459.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2019;1;13;23194338.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;1;14;231829278.78
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2017;1;14;267488043.78
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2015;1;15;36083010.956
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2017;1;15;81273318.374
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2018;1;15;81372458.632
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2020;1;15;74807053.906
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2022;1;15;82559972.866
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2007;1;19;59756.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2009;1;19;40242.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2013;1;19;71404.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2014;1;19;41772.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2015;1;19;67733.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2019;1;19;141388.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2020;1;19;151111.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2022;1;19;191854.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2004;2;20;13149325.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2005;2;20;13954946.0
CC Bois et papier;C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2007;2;20;13587113.0
