Secteur NA38i;Secteur NA17i;Grand secteur d'activité;Grande catégorie de mesures;Catégorie / détail AG;﻿Année;Code grande catégorie de mesures;Code catégorie détail AG;Montant des exonérations
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2006;3;30;10746780.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2008;3;30;12810146.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2015;3;30;8743116.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2018;3;30;8554254.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2006;4;40;488472.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2014;4;40;1480156.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2019;4;40;3257714.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2021;4;40;3635228.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2022;4;40;4160358.0
LZ Activités immobilières;LZ Activités immobilières;GS5 Autres services marchands hors intérim;9_Autres mesures;90_Autres mesures;2021;9;90;5504005.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;1;11;181917461.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;499787721.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2010;1;11;559768403.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2013;1;11;515126559.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2014;1;11;512230203.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2005;1;12;128053094.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2009;1;12;6563.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2008;1;13;132707939.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2012;1;13;120632204.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;1;13;30185222.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2021;1;13;135325913.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2014;1;14;1019305673.5
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;1;14;1054179081.5
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;15_Réduction des cotisations famille;2015;1;15;110577030.61
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;15_Réduction des cotisations famille;2018;1;15;493972145.03
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;15_Réduction des cotisations famille;2020;1;15;502313964.26
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;15_Réduction des cotisations famille;2022;1;15;607176591.14
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;16_Réduction des cotisations maladie;2019;1;16;1288242028.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;16_Réduction des cotisations maladie;2022;1;16;1511137902.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2004;1;19;72504.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2007;1;19;66722.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2010;1;19;510387.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2011;1;19;1383545.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2012;1;19;2318414.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2018;1;19;5529423.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2021;1;19;7544555.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2023;1;19;7286076.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2005;2;20;67706890.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2006;2;20;71284411.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2007;2;20;73928494.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2008;2;20;62389850.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2011;2;20;43456405.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;2;20;44018499.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;2;20;53192264.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2020;2;20;26830146.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2021;2;20;41842277.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2022;2;20;57170775.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2009;3;30;69986083.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2012;3;30;64828039.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2013;3;30;63418486.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2014;3;30;57706461.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2018;3;30;45097433.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2019;3;30;34923756.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2022;3;30;42460653.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2004;4;40;9135543.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2006;4;40;13299705.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2008;4;40;21073143.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2014;4;40;36222803.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2015;4;40;38831290.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2019;4;40;45296773.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;9_Autres mesures;90_Autres mesures;2020;9;90;44565166.0
MA Activités juridiques, de conseil et d'ingénierie;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;9_Autres mesures;90_Autres mesures;2021;9;90;12231606.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2005;1;11;9893729.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;18792833.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;1;11;19954328.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2010;1;11;19828358.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2011;1;11;15235776.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;1;11;31655534.97
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2004;1;12;11258375.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2005;1;12;5738607.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2006;1;12;71929.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2007;1;13;612441.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2008;1;13;3146057.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;1;13;3286756.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2010;1;13;3446474.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2011;1;13;3680271.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2013;1;13;439213.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2015;1;13;413728.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;1;13;533120.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2020;1;13;3276928.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2022;1;13;3943808.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;15_Réduction des cotisations famille;2018;1;15;48323018.972
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;15_Réduction des cotisations famille;2020;1;15;50263689.528
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2017;1;19;2055129.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2018;1;19;2326892.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2019;1;19;2625215.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2020;1;19;2280216.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2022;1;19;1918052.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2023;1;19;2322874.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2004;2;20;3471087.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2005;2;20;3989828.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2006;2;20;4503949.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;2;20;4048945.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2015;2;20;5414781.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2020;2;20;2126409.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;3;30;1275750.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2019;3;30;687831.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2020;3;30;639252.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2009;4;40;20393358.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2013;4;40;16577110.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2014;4;40;20797583.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2018;4;40;24952564.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2019;4;40;25619537.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2020;4;40;26174449.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;9_Autres mesures;90_Autres mesures;2020;9;90;449478.0
MB Recherche et développement;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;9_Autres mesures;90_Autres mesures;2022;9;90;11518.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;1;11;215947502.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2009;1;11;211545925.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2010;1;11;208131559.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2012;1;11;204564644.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2018;1;11;214272260.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2020;1;11;217411555.05
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;11_Réduction générale sur les bas salaires;2021;1;11;261950673.05
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2006;1;12;479751.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2007;1;12;16173.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;12_Aide à la RTT;2008;1;12;768.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2008;1;13;22994160.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;1;13;21418520.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2013;1;13;4889060.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2016;1;13;4592031.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;13_Exonération Heures supplémentaires;2019;1;13;18946113.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2013;1;14;159240896.92
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2016;1;14;199692132.63
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;15_Réduction des cotisations famille;2015;1;15;29502376.144
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;16_Réduction des cotisations maladie;2020;1;16;190852791.29
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;16_Réduction des cotisations maladie;2021;1;16;213009652.97
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;16_Réduction des cotisations maladie;2022;1;16;239458328.14
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2009;1;19;20337.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2012;1;19;69314.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2014;1;19;157588.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;1_Allégements généraux;19_Autres allégements généraux;2016;1;19;236958.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2008;2;20;11941693.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2011;2;20;6710399.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;2;20;7070900.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2013;2;20;7533806.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;2;20;8639429.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2016;2;20;8526726.0
MC autres activités scientifiques et techniques;"MNb Activités scientifiques et techniques ; soutien et services administr";GS5 Autres services marchands hors intérim;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;2;20;8805669.0
